"","size","means","medians","ordering"
"1","N=10",9.6,4,10
"2","N=10",9.4,20,10
"3","N=10",11.9,4,10
"4","N=10",12.4,7,10
"5","N=10",12.5,6.5,10
"6","N=10",14,17.5,10
"7","N=10",17,6.5,10
"8","N=10",11.1,9.5,10
"9","N=10",5.2,7,10
"10","N=10",14.2,10,10
"11","N=10",11.4,9.5,10
"12","N=10",9.2,9,10
"13","N=10",8.3,7.5,10
"14","N=10",15.7,9,10
"15","N=10",12.1,6.5,10
"16","N=10",13.1,9,10
"17","N=10",10.7,7,10
"18","N=10",6.8,9,10
"19","N=10",13.3,7,10
"20","N=10",16.9,4.5,10
"21","N=10",15.1,5,10
"22","N=10",13,4,10
"23","N=10",12,5,10
"24","N=10",10.9,10,10
"25","N=10",6.5,12.5,10
"26","N=10",12,12.5,10
"27","N=10",12.4,2,10
"28","N=10",12.8,4,10
"29","N=10",18.3,2,10
"30","N=10",4.8,2,10
"31","N=10",17.7,10,10
"32","N=10",12.5,7,10
"33","N=10",12.6,3.5,10
"34","N=10",11.2,7,10
"35","N=10",15.4,4.5,10
"36","N=10",9.1,9,10
"37","N=10",2.8,15,10
"38","N=10",10.1,7,10
"39","N=10",15,5,10
"40","N=10",14.3,7.5,10
"41","N=10",16.8,6.5,10
"42","N=10",6.9,7.5,10
"43","N=10",9.1,7,10
"44","N=10",11.8,3.5,10
"45","N=10",6.9,9.5,10
"46","N=10",7.4,2,10
"47","N=10",17.8,7,10
"48","N=10",9.9,7,10
"49","N=10",9.1,4.5,10
"50","N=10",11.6,9,10
"51","N=10",15.8,6.5,10
"52","N=10",7.4,7,10
"53","N=10",10.7,4.5,10
"54","N=10",5.9,12.5,10
"55","N=10",5.7,6,10
"56","N=10",17.6,7.5,10
"57","N=10",17.3,5,10
"58","N=10",12.8,4.5,10
"59","N=10",15.5,4.5,10
"60","N=10",16.3,12.5,10
"61","N=10",13.2,20,10
"62","N=10",8.6,15,10
"63","N=10",8.9,4,10
"64","N=10",9.8,12.5,10
"65","N=10",7.6,7,10
"66","N=10",13.3,12,10
"67","N=10",11.7,3.5,10
"68","N=10",17,6.5,10
"69","N=10",9.4,10,10
"70","N=10",6.5,10,10
"71","N=10",9,7,10
"72","N=10",8.1,9.5,10
"73","N=10",15.6,5,10
"74","N=10",12.4,9.5,10
"75","N=10",10.5,7,10
"76","N=10",12,12.5,10
"77","N=10",8,9.5,10
"78","N=10",4.9,3,10
"79","N=10",12.6,12.5,10
"80","N=10",10.9,7.5,10
"81","N=10",11.4,6.5,10
"82","N=10",9.5,12.5,10
"83","N=10",15.7,6.5,10
"84","N=10",7,9,10
"85","N=10",16.6,4.5,10
"86","N=10",10.1,5,10
"87","N=10",11,7,10
"88","N=10",12.8,5,10
"89","N=10",13.3,20,10
"90","N=10",16.9,3.5,10
"91","N=10",15,12.5,10
"92","N=10",13.1,4.5,10
"93","N=10",14.2,2,10
"94","N=10",14,9,10
"95","N=10",5,9.5,10
"96","N=10",13.5,7,10
"97","N=10",14.6,2,10
"98","N=10",12.8,7,10
"99","N=10",6.3,12,10
"100","N=10",9,10,10
"101","N=10",14,9.5,10
"102","N=10",5.8,7.5,10
"103","N=10",7.4,7,10
"104","N=10",13.3,3,10
"105","N=10",9.6,7,10
"106","N=10",19.5,7,10
"107","N=10",19.7,7.5,10
"108","N=10",6.3,9.5,10
"109","N=10",7.1,9,10
"110","N=10",6.6,5,10
"111","N=10",9.7,7,10
"112","N=10",13.6,7,10
"113","N=10",8.3,7.5,10
"114","N=10",9.1,9,10
"115","N=10",6.2,7,10
"116","N=10",13.6,5,10
"117","N=10",7.4,4.5,10
"118","N=10",5,6.5,10
"119","N=10",9.8,5,10
"120","N=10",6,9,10
"121","N=10",6.8,5,10
"122","N=10",13.5,12,10
"123","N=10",7.3,4.5,10
"124","N=10",18.1,7.5,10
"125","N=10",12.8,3.5,10
"126","N=10",8.2,9.5,10
"127","N=10",7.8,17.5,10
"128","N=10",14.3,2,10
"129","N=10",14.1,7,10
"130","N=10",5,3,10
"131","N=10",12.5,4.5,10
"132","N=10",10.2,7,10
"133","N=10",9.4,5,10
"134","N=10",7.7,3.5,10
"135","N=10",8.3,7,10
"136","N=10",18.8,4.5,10
"137","N=10",6.7,12.5,10
"138","N=10",10.2,9.5,10
"139","N=10",11.7,3,10
"140","N=10",7,7,10
"141","N=10",5.4,3.5,10
"142","N=10",14.3,7.5,10
"143","N=10",10.7,3,10
"144","N=10",8.3,2,10
"145","N=10",4.9,7,10
"146","N=10",12.5,3,10
"147","N=10",8.3,7,10
"148","N=10",15.7,9,10
"149","N=10",12.9,4.5,10
"150","N=10",13.3,7.5,10
"151","N=10",13.4,9.5,10
"152","N=10",13.4,4,10
"153","N=10",9.1,5,10
"154","N=10",9.5,9.5,10
"155","N=10",14.2,7,10
"156","N=10",18.5,3,10
"157","N=10",12.4,9.5,10
"158","N=10",18.7,5,10
"159","N=10",7.1,3,10
"160","N=10",12.9,4.5,10
"161","N=10",6.8,9,10
"162","N=10",10.1,4.5,10
"163","N=10",7.8,7,10
"164","N=10",12.4,5,10
"165","N=10",11.2,3,10
"166","N=10",11.8,10,10
"167","N=10",12.8,2,10
"168","N=10",8.5,9.5,10
"169","N=10",15.5,5,10
"170","N=10",9.3,10,10
"171","N=10",6.7,9.5,10
"172","N=10",16.4,7,10
"173","N=10",19,15,10
"174","N=10",7.2,5,10
"175","N=10",8.7,4,10
"176","N=10",5.3,7,10
"177","N=10",15.2,12,10
"178","N=10",12.7,12.5,10
"179","N=10",10.8,10,10
"180","N=10",12.4,4.5,10
"181","N=10",18.9,4.5,10
"182","N=10",4.5,7,10
"183","N=10",14.3,10,10
"184","N=10",12.4,5,10
"185","N=10",13.3,6.5,10
"186","N=10",6.7,9.5,10
"187","N=10",10.3,9.5,10
"188","N=10",6.2,7,10
"189","N=10",14.1,4.5,10
"190","N=10",16.1,1.5,10
"191","N=10",8.4,17.5,10
"192","N=10",9,5,10
"193","N=10",10.8,3.5,10
"194","N=10",10.1,7,10
"195","N=10",6.6,4.5,10
"196","N=10",11.9,9.5,10
"197","N=10",9.7,12.5,10
"198","N=10",17.6,7.5,10
"199","N=10",11.2,5,10
"200","N=10",6.7,5,10
"201","N=10",5.2,5,10
"202","N=10",11.2,4.5,10
"203","N=10",11.1,7,10
"204","N=10",5.8,4.5,10
"205","N=10",11.5,4.5,10
"206","N=10",8.4,15,10
"207","N=10",12.6,3,10
"208","N=10",9.4,6.5,10
"209","N=10",9.4,4,10
"210","N=10",11.8,7,10
"211","N=10",11.5,12.5,10
"212","N=10",6.1,10,10
"213","N=10",8.9,3.5,10
"214","N=10",13.6,10,10
"215","N=10",23.8,6.5,10
"216","N=10",4,7,10
"217","N=10",10.1,7,10
"218","N=10",12.3,9,10
"219","N=10",11.4,7.5,10
"220","N=10",11.7,6.5,10
"221","N=10",8.9,15,10
"222","N=10",14.9,7,10
"223","N=10",6.6,3.5,10
"224","N=10",8.6,7.5,10
"225","N=10",16,10,10
"226","N=10",16.1,9,10
"227","N=10",9.5,4.5,10
"228","N=10",16.8,9.5,10
"229","N=10",11.6,5,10
"230","N=10",14.6,4,10
"231","N=10",12.4,20,10
"232","N=10",11.5,7,10
"233","N=10",9.2,9,10
"234","N=10",9.5,4.5,10
"235","N=10",12.6,15,10
"236","N=10",18.9,5,10
"237","N=10",12.2,9,10
"238","N=10",8.5,17.5,10
"239","N=10",7.4,2,10
"240","N=10",10.9,7,10
"241","N=10",13.6,7,10
"242","N=10",8.5,3,10
"243","N=10",13.6,4,10
"244","N=10",15,5,10
"245","N=10",15.5,9.5,10
"246","N=10",19.4,6.5,10
"247","N=10",8.6,9,10
"248","N=10",8.5,10,10
"249","N=10",18.9,6.5,10
"250","N=10",16.5,5,10
"251","N=10",10.6,6.5,10
"252","N=10",14.9,10,10
"253","N=10",9.6,6.5,10
"254","N=10",11,3,10
"255","N=10",8,2,10
"256","N=10",13.6,5,10
"257","N=10",19.5,12.5,10
"258","N=10",12.9,7,10
"259","N=10",17.3,5,10
"260","N=10",12.2,12.5,10
"261","N=10",16.6,4.5,10
"262","N=10",22.7,7,10
"263","N=10",9.5,7,10
"264","N=10",11.6,4,10
"265","N=10",11.1,10,10
"266","N=10",11.9,5,10
"267","N=10",18.8,4.5,10
"268","N=10",12.8,12.5,10
"269","N=10",12.2,7,10
"270","N=10",6,9.5,10
"271","N=10",11.8,2,10
"272","N=10",12.6,9,10
"273","N=10",13.9,6.5,10
"274","N=10",12.4,10,10
"275","N=10",9.9,12,10
"276","N=10",11.6,6,10
"277","N=10",12.3,4,10
"278","N=10",18.5,12.5,10
"279","N=10",15,5,10
"280","N=10",18,9.5,10
"281","N=10",13.3,4.5,10
"282","N=10",11.5,20,10
"283","N=10",16.4,2,10
"284","N=10",8.5,10,10
"285","N=10",10.1,5,10
"286","N=10",12.6,4.5,10
"287","N=10",6.9,9,10
"288","N=10",24.5,5,10
"289","N=10",5.5,4.5,10
"290","N=10",10.1,9.5,10
"291","N=10",12.3,7,10
"292","N=10",14.2,4.5,10
"293","N=10",5.9,10,10
"294","N=10",9.6,10,10
"295","N=10",8.6,3.5,10
"296","N=10",7.1,12.5,10
"297","N=10",7.3,5,10
"298","N=10",9.9,4.5,10
"299","N=10",15.7,6.5,10
"300","N=10",11.9,5,10
"301","N=10",8.4,15,10
"302","N=10",11.7,5,10
"303","N=10",8,10,10
"304","N=10",19.5,9,10
"305","N=10",5.4,3.5,10
"306","N=10",7.1,9.5,10
"307","N=10",11.2,7,10
"308","N=10",8.9,6.5,10
"309","N=10",8.3,9.5,10
"310","N=10",11.1,4.5,10
"311","N=10",17.9,4,10
"312","N=10",9.1,7.5,10
"313","N=10",6.7,9,10
"314","N=10",10.9,5,10
"315","N=10",8.9,10,10
"316","N=10",8.6,3.5,10
"317","N=10",13.3,3.5,10
"318","N=10",5.4,4.5,10
"319","N=10",14.1,10,10
"320","N=10",12.8,15,10
"321","N=10",10.1,4,10
"322","N=10",7,10,10
"323","N=10",18.6,5,10
"324","N=10",19.9,4.5,10
"325","N=10",14.3,7,10
"326","N=10",17.9,7,10
"327","N=10",6.5,4,10
"328","N=10",12.1,5,10
"329","N=10",19,6.5,10
"330","N=10",5.9,6.5,10
"331","N=10",17.9,6.5,10
"332","N=10",13.3,10,10
"333","N=10",16.5,3.5,10
"334","N=10",12.6,10,10
"335","N=10",13.1,4.5,10
"336","N=10",19.4,4.5,10
"337","N=10",21.3,15,10
"338","N=10",12.9,7,10
"339","N=10",13.1,7.5,10
"340","N=10",14.5,7,10
"341","N=10",15.6,10,10
"342","N=10",18.5,10,10
"343","N=10",6.6,3.5,10
"344","N=10",6.4,5,10
"345","N=10",14.3,12.5,10
"346","N=10",11.8,32.5,10
"347","N=10",8.1,2,10
"348","N=10",14.3,3.5,10
"349","N=10",7.5,2,10
"350","N=10",8.2,4.5,10
"351","N=10",16.8,7,10
"352","N=10",11.6,2,10
"353","N=10",8.5,7,10
"354","N=10",7.7,7,10
"355","N=10",5.7,10,10
"356","N=10",11.4,7,10
"357","N=10",8.2,5,10
"358","N=10",9.3,9.5,10
"359","N=10",10.1,4.5,10
"360","N=10",8.8,5,10
"361","N=10",10.3,4,10
"362","N=10",10.1,9.5,10
"363","N=10",11.4,3,10
"364","N=10",13.6,10,10
"365","N=10",9.8,4.5,10
"366","N=10",8.6,5,10
"367","N=10",14.3,10,10
"368","N=10",12.9,9,10
"369","N=10",7,4.5,10
"370","N=10",19.5,2,10
"371","N=10",14.9,4.5,10
"372","N=10",9.1,7.5,10
"373","N=10",9.6,15,10
"374","N=10",14,9,10
"375","N=10",12.5,4,10
"376","N=10",11,9.5,10
"377","N=10",9.1,12.5,10
"378","N=10",5.9,10,10
"379","N=10",8.2,15,10
"380","N=10",8.2,5,10
"381","N=10",5.8,7,10
"382","N=10",13.4,7,10
"383","N=10",20.8,9.5,10
"384","N=10",10.4,5.5,10
"385","N=10",14.6,7,10
"386","N=10",8.1,4,10
"387","N=10",11.3,9,10
"388","N=10",5.4,7,10
"389","N=10",11.8,4,10
"390","N=10",5.8,4,10
"391","N=10",13.4,15,10
"392","N=10",12.8,4.5,10
"393","N=10",9.4,12.5,10
"394","N=10",12.9,9.5,10
"395","N=10",8.8,7,10
"396","N=10",12.6,4,10
"397","N=10",10.6,9,10
"398","N=10",5.5,10,10
"399","N=10",15.8,9,10
"400","N=10",10.7,9.5,10
"401","N=10",8.5,12.5,10
"402","N=10",12.5,5,10
"403","N=10",6.9,7,10
"404","N=10",15.6,17.5,10
"405","N=10",14.1,7.5,10
"406","N=10",9.7,7,10
"407","N=10",11.3,3.5,10
"408","N=10",11.2,6.5,10
"409","N=10",16.8,9.5,10
"410","N=10",5.4,9.5,10
"411","N=10",7.8,7.5,10
"412","N=10",11,9,10
"413","N=10",7.3,10,10
"414","N=10",11.3,4,10
"415","N=10",7.1,4.5,10
"416","N=10",7.7,3,10
"417","N=10",20.3,10,10
"418","N=10",13.4,7.5,10
"419","N=10",7.4,10,10
"420","N=10",21.1,9.5,10
"421","N=10",12.5,9.5,10
"422","N=10",10.9,12.5,10
"423","N=10",5.8,2,10
"424","N=10",9.5,2,10
"425","N=10",11.2,5,10
"426","N=10",8.5,10,10
"427","N=10",6.6,2,10
"428","N=10",8.7,4.5,10
"429","N=10",7.6,5,10
"430","N=10",6.2,6.5,10
"431","N=10",13.3,5.5,10
"432","N=10",8,15,10
"433","N=10",12.6,6.5,10
"434","N=10",13.4,12.5,10
"435","N=10",13.6,12,10
"436","N=10",15.9,25,10
"437","N=10",8.9,9.5,10
"438","N=10",4.2,5,10
"439","N=10",19.5,5,10
"440","N=10",7.4,4,10
"441","N=10",9.9,9.5,10
"442","N=10",11.6,5,10
"443","N=10",13.2,5,10
"444","N=10",8.3,9.5,10
"445","N=10",12.9,9,10
"446","N=10",11,4.5,10
"447","N=10",7.5,7,10
"448","N=10",12.6,9.5,10
"449","N=10",11.5,2,10
"450","N=10",10.6,12.5,10
"451","N=10",10.8,4,10
"452","N=10",9.6,15,10
"453","N=10",12.5,9,10
"454","N=10",6.1,9.5,10
"455","N=10",24.9,9,10
"456","N=10",10.3,15,10
"457","N=10",22,3,10
"458","N=10",11.5,12,10
"459","N=10",11.6,7,10
"460","N=10",8.8,2,10
"461","N=10",9.6,7,10
"462","N=10",5,2,10
"463","N=10",10,10,10
"464","N=10",9.3,5,10
"465","N=10",13.5,7,10
"466","N=10",4.9,15,10
"467","N=10",8.9,12.5,10
"468","N=10",7.3,15,10
"469","N=10",10.3,4,10
"470","N=10",6.6,7.5,10
"471","N=10",8.5,12.5,10
"472","N=10",10.1,5,10
"473","N=10",13.5,9,10
"474","N=10",9.5,3.5,10
"475","N=10",16.5,15,10
"476","N=10",14.2,12.5,10
"477","N=10",15.8,7,10
"478","N=10",6.3,7.5,10
"479","N=10",6,5,10
"480","N=10",11.1,10,10
"481","N=10",12.8,9,10
"482","N=10",10.8,12.5,10
"483","N=10",14.9,7.5,10
"484","N=10",17.2,15,10
"485","N=10",12,9.5,10
"486","N=10",10.5,10,10
"487","N=10",8.1,9,10
"488","N=10",12.6,9,10
"489","N=10",14.7,9,10
"490","N=10",8.6,7,10
"491","N=10",11.8,9.5,10
"492","N=10",12.9,10,10
"493","N=10",15.7,5,10
"494","N=10",13.4,7,10
"495","N=10",16,7,10
"496","N=10",16.1,9,10
"497","N=10",20.9,12.5,10
"498","N=10",9.7,5,10
"499","N=10",11.3,2,10
"500","N=10",12.7,10,10
"501","N=10",9.7,4,10
"502","N=10",14.2,7,10
"503","N=10",17.6,7,10
"504","N=10",11.9,9,10
"505","N=10",11.7,4.5,10
"506","N=10",13,9,10
"507","N=10",14.1,3,10
"508","N=10",10.7,5,10
"509","N=10",9.6,9.5,10
"510","N=10",8.4,4,10
"511","N=10",6.5,6.5,10
"512","N=10",9.7,7,10
"513","N=10",13.7,7,10
"514","N=10",14.8,7.5,10
"515","N=10",10.1,7.5,10
"516","N=10",8.1,9,10
"517","N=10",9.1,5,10
"518","N=10",9.5,4.5,10
"519","N=10",12.9,4,10
"520","N=10",3.6,6.5,10
"521","N=10",5.7,10,10
"522","N=10",14.8,9.5,10
"523","N=10",11.3,10,10
"524","N=10",15.7,7.5,10
"525","N=10",10.2,2,10
"526","N=10",7.3,25,10
"527","N=10",14.5,7,10
"528","N=10",14.9,2,10
"529","N=10",11,2,10
"530","N=10",10.9,4.5,10
"531","N=10",13.9,12,10
"532","N=10",7.9,4,10
"533","N=10",16.6,7,10
"534","N=10",12.6,4.5,10
"535","N=10",3.1,4.5,10
"536","N=10",9.1,4,10
"537","N=10",17.2,9,10
"538","N=10",8.4,7,10
"539","N=10",8.5,10,10
"540","N=10",10,3,10
"541","N=10",11.8,7,10
"542","N=10",10.1,7,10
"543","N=10",14.4,4.5,10
"544","N=10",7.3,5,10
"545","N=10",10.2,9,10
"546","N=10",8.2,4.5,10
"547","N=10",11.7,9.5,10
"548","N=10",13.9,4,10
"549","N=10",13.5,7,10
"550","N=10",13.2,4,10
"551","N=10",6.5,9,10
"552","N=10",8.5,6,10
"553","N=10",8.6,4,10
"554","N=10",6.2,4.5,10
"555","N=10",12,7,10
"556","N=10",5.8,3,10
"557","N=10",13.3,9,10
"558","N=10",9.5,5,10
"559","N=10",13.9,7,10
"560","N=10",9.6,5,10
"561","N=10",9.8,9,10
"562","N=10",8.5,5,10
"563","N=10",17.1,7.5,10
"564","N=10",8.3,5.5,10
"565","N=10",11.2,5,10
"566","N=10",8.2,3,10
"567","N=10",6.2,9,10
"568","N=10",11,9,10
"569","N=10",16.4,7.5,10
"570","N=10",5.4,5,10
"571","N=10",9.4,2,10
"572","N=10",20.6,9.5,10
"573","N=10",13,9,10
"574","N=10",8,9.5,10
"575","N=10",16.9,12,10
"576","N=10",4.7,3,10
"577","N=10",18.8,6.5,10
"578","N=10",17.5,3,10
"579","N=10",12,15,10
"580","N=10",4.7,5,10
"581","N=10",11.5,10,10
"582","N=10",13.4,7,10
